ID,Name,Market,Category,Capital,PER,EPS,ROE,PBR,BPS,Group_PER,Revenue,Operating_Income,Net_Income,Dividend,Debt,Debt_continuous,Retention,Retention_Continuous,Open,High,Low,Close,DaytoDay,Volume,Highest_Price,Highest_Date,update_date
2787,진흥기업2우B,KOSPI,건설,49,5.98,90,36.86,1.87,1166,7.81,1542,90,132,NULL,95.74,1,123.8,5,17000,17000,16750,16750,150,317,21900,2020-09-18,2022-05-11 6:46
2790,아모레G,KOSPI,화장품,37931,23.65,-321,5.49,1.2,36853,32.13,14206,23,-731,1.01,24.13,1,7200.87,1,45100,47000,45100,46000,450,165422,80600,2020-01-17,2022-05-11 6:46
2795,아모레G우,KOSPI,화장품,1160,23.65,-321,5.49,1.2,36853,32.13,14206,23,-731,2.69,24.13,1,7200.87,1,17500,18100,17500,18000,250,7636,29000,2019-10-31,2022-05-11 6:46
00279K,아모레G3우(전환),KOSPI,화장품,2567,23.65,-321,5.49,1.2,36853,32.13,14206,23,-731,1.99,24.13,1,7200.87,1,35800,36200,35650,36200,550,1146,52400,2020-01-17,2022-05-11 6:46
3410,쌍용C&E,KOSPI,건축자재,38747,20.89,43,11.12,2.34,3296,21.9,4861,681,219,5.71,115.33,1,3324.22,1,7620,7700,7610,7690,110,474657,8680,2021-06-28,2022-05-13 7:04
3460,유화증권,KOSPI,증권,1449,20.87,11,2,0.34,8013,3.26,36,-2,8,4.81,51.22,1,602.1,5,2550,2560,2480,2555,35,91200,2970,2021-04-07,2022-05-13 6:47
3465,유화증권우,KOSPI,증권,467,20.87,11,2,0.34,8013,3.26,36,-2,8,5.2,51.22,1,602.1,5,2640,2690,2615,2675,15,4867,2920,2020-09-17,2022-05-13 6:31
3470,유안타증권,KOSPI,증권,6686,5.67,-223,10.35,0.54,7421,3.26,5165,626,-473,4.48,864.88,1,48.83,1,3300,3355,3280,3350,85,119520,5120,2021-04-07,2022-05-13 7:04
3475,유안타증권우,KOSPI,증권,461,5.67,-223,10.35,0.54,7421,3.26,5165,626,-473,5.65,864.88,1,48.83,1,3535,3575,3495,3570,35,5376,6220,2021-07-26,2022-05-13 6:32
3480,한진중공업홀딩스,KOSPI,가스유틸리티,1282,-18.87,135,-2,0.34,12363,6.21,3061,118,36,2.4,427.2,1,127.92,2,4295,4440,4275,4340,45,54709,7350,2021-06-09,2022-05-13 7:05
3490,대한항공,KOSPI,항공사,101390,15.41,1174,11.6,1.52,19356,-26.35,29075,7037,4118,NULL,288.48,2,232.63,5,28450,29150,28450,29150,700,985342,35100,2021-06-10,2022-05-13 7:05
3495,대한항공우,KOSPI,항공사,394,15.41,1174,11.6,1.52,19356,-26.35,29075,7037,4118,NULL,288.48,2,232.63,5,34600,36000,34600,35500,100,2513,49700,2021-01-26,2022-05-13 7:05
3520,영진약품,KOSPI,제약,8422,-83.53,-9,-10.56,9.22,573,80.45,539,-28,-17,NULL,85.05,1,14.7,2,4435,4630,4395,4605,195,435121,6460,2020-09-08,2022-05-13 7:05
3530,한화투자증권,KOSPI,증권,8646,9.73,180,9.23,0.75,8572,3.26,3224,706,395,3.13,530.47,5,71.35,5,3980,4050,3980,4030,70,725215,7190,2021-04-07,2022-05-13 7:05
3535,한화투자증권우,KOSPI,증권,473,9.73,180,9.23,0.75,8572,3.26,3224,706,395,1.88,530.47,5,71.35,5,10050,10050,9750,9860,90,23255,31600,2021-04-15,2022-05-13 7:06
3540,대신증권,KOSPI,증권,8175,2.62,422,26.41,0.47,39313,3.26,6067,672,365,7.51,757.95,2,564.92,5,15900,16150,15900,16100,100,32790,21950,2021-09-17,2022-05-13 7:06
3545,대신증권우,KOSPI,증권,3809,2.62,422,26.41,0.47,39313,3.26,6067,672,365,9.15,757.95,2,564.92,5,14500,14750,14500,14650,50,50174,19850,2021-09-15,2022-05-13 7:06
3547,대신증권2우B,KOSPI,증권,1450,2.62,422,26.41,0.47,39313,3.26,6067,672,365,9.24,757.95,2,564.92,5,14400,14600,14250,14500,50,8171,19400,2021-09-13,2022-05-13 6:49
3550,LG,KOSPI,복합기업,117976,5.22,65,12.36,0.61,132574,7.7,7282,2350,589,3.46,17,1,2727.09,1,70800,75000,70700,75000,5100,473725,122500,2021-05-27,2022-05-13 7:06
3555,LG우,KOSPI,복합기업,1852,5.22,65,12.36,0.61,132574,7.7,7282,2350,589,4.48,17,1,2727.09,1,60500,61500,60500,61300,1100,5805,77500,2021-05-27,2022-05-13 6:50
3560,IHQ,KOSPI,방송과엔터테인먼트,1529,-21.26,-47,-8.7,1.84,800,45.82,144,-55,-69,NULL,101.87,2,61.68,1,1020,1035,1010,1010,5,428942,2805,2021-05-12,2022-05-13 6:50
3570,SNT중공업,KOSPI,자동차부품,2900,5.05,-58,9.44,0.31,29158,12.71,1088,94,-19,4.46,34.72,2,759.8,1,8680,8820,8520,8720,150,54810,12300,2021-06-08,2022-05-13 7:06
3580,넥스트사이언스,KOSPI,식품,3234,-79,-56,-12.23,8.52,2559,11.83,104,-43,-35,NULL,44.55,2,416.92,1,6760,8400,6200,7670,1120,9954806,36500,2021-09-23,2022-05-13 7:07
3610,방림,KOSPI,"섬유,의류,신발,호화품",1453,15.02,-5,3.91,0.5,5232,4.75,423,8,-2,1.73,29.37,1,896.33,1,3450,3450,3385,3435,65,73782,4380,2022-04-13,2022-05-13 7:07
3620,쌍용차,KOSPI,자동차,4151,-1.61,-121,305.77,-5.15,-538,7.94,6513,-233,-181,NULL,-2411.47,1,-140.67,2,0,0,0,2770,0,0,0,2020-09-15,2022-05-13 6:33
3650,미창석유,KOSPI,석유와가스,1399,4.15,5513,11.45,0.4,199594,12.85,1129,113,96,3.16,15.1,1,3604.51,5,81000,81900,80400,80400,900,2238,99500,2021-10-28,2022-05-13 6:51
3670,포스코케미칼,KOSPI,화학,98378,81.69,251,7.92,4.67,30845,8.16,5373,205,192,0.21,60.86,1,6069.07,5,124500,128500,124500,127000,3500,337711,183000,2021-02-22,2022-05-13 6:51
3680,한성기업,KOSPI,식품,487,-5.32,-1594,-15.8,0.82,7888,11.83,665,-99,-99,NULL,348.72,1,8.82,1,7710,7960,7670,7840,40,100436,11750,2020-07-14,2022-05-13 7:07
3690,코리안리,KOSPI,손해보험,11399,7.26,68,6.16,0.37,24697,6.71,27462,32,82,5.68,419.29,2,4319.36,4,9420,9540,9400,9470,0,118884,11100,2022-02-10,2022-05-13 7:07
3720,삼영화학,KOSPI,화학,1083,30.03,41,7.32,2.09,1434,8.16,369,-2,5,NULL,132.81,1,184.99,5,3150,3205,3125,3185,5,97921,4760,2021-07-20,2022-05-13 7:08
3780,진양산업,KOSPI,화학,1030,17.56,109,13.64,2.29,3652,8.16,202,18,14,2.09,64.04,1,652.88,4,7910,8090,7870,7920,20,152325,13650,2022-03-10,2022-05-13 7:08
3800,에이스침대,KOSDAQ,가구,4636,7.47,1568,11.95,0.78,54880,16.27,917,229,174,3.09,14.21,1,5070.75,5,42500,42800,41500,41800,250,1534,67400,2021-08-18,2022-05-13 6:34
3830,대한화섬,KOSPI,화학,1647,6.76,2783,3.61,0.19,660594,8.16,351,-7,37,0.6,22.34,1,7199.14,5,122000,124000,121500,124000,1000,669,174000,2021-06-11,2022-05-13 6:34
3850,보령제약,KOSPI,제약,8174,22.34,83,10.58,2.03,7192,80.45,1656,52,57,0.68,74.7,1,1349.33,2,11450,11950,11450,11900,450,99574,20785,2021-01-12,2022-05-13 6:52
3920,남양유업,KOSPI,식품,2783,-6.13,-20596,-6.98,0.42,960522,11.83,2454,-198,-183,0.25,15.31,2,18758.6,1,383000,389000,383000,386500,3500,490,813000,2021-07-01,2022-05-13 6:34
3925,남양유업우,KOSPI,식품,336,-6.13,-20596,-6.98,0.42,960522,11.83,2454,-198,-183,0.53,15.31,2,18758.6,1,200500,204000,200500,201500,1000,120,445000,2021-07-01,2022-05-13 6:34
3960,사조대림,KOSPI,식품,2827,3.69,781,16.06,0.44,57550,11.83,4643,154,94,1.19,119.61,5,909.2,5,30300,32000,29950,30850,950,132578,41400,2022-04-25,2022-05-13 7:09
4000,롯데정밀화학,KOSPI,화학,20511,3.31,8757,30.43,0.87,86322,8.16,5226,849,2259,3.07,23.87,1,1627.58,5,79900,79900,78600,79500,600,74895,101500,2021-09-29,2022-05-13 7:09
4020,현대제철,KOSPI,철강,54046,3.74,2484,8.54,0.3,135836,4.1,64405,7721,3368,2.44,102.86,1,2437.63,5,40000,40600,39950,40500,550,388980,58200,2021-05-11,2022-05-13 7:09
4060,SG세계물산,KOSPI,"섬유,의류,신발,호화품",1393,2.95,-22,21.32,0.57,1207,5.56,401,3,-45,NULL,26.26,1,139.54,1,683,692,675,688,6,781629,969,2019-06-13,2022-05-13 7:09
4080,신흥,KOSPI,건강관리장비와용품,1577,11.44,515,13.91,1.5,10783,16.28,357,43,49,1.36,36.68,2,1434.43,3,16700,16700,16350,16600,100,17098,19600,2022-03-14,2022-05-13 6:35
4090,한국석유,KOSPI,화학,2006,12.64,371,7.59,0.9,12581,8.16,1864,49,46,0.97,122.26,4,2402.67,3,15600,15950,15550,15800,150,330598,26500,2021-04-19,2022-05-13 7:10
4100,태양금속,KOSPI,자동차부품,488,-4.44,-315,-12.62,0.58,2312,12.71,1221,-14,-128,0.37,384.64,1,172.63,1,1315,1345,1310,1330,15,149052,2715,2021-09-09,2022-05-13 7:10
4105,태양금속우,KOSPI,자동차부품,80,-4.44,-315,-12.62,0.58,2312,12.71,1221,-14,-128,0.4,384.64,1,172.63,1,2430,2430,2370,2425,60,9926,5100,2020-02-12,2022-05-13 7:10
4140,동방,KOSPI,항공화물운송과물류,1557,-214.8,-204,-0.65,1.49,2706,11.06,1653,100,-88,NULL,304.13,4,188.41,1,3240,3360,3210,3245,10,218648,7428,2021-02-18,2022-05-13 7:10
4150,한솔홀딩스,KOSPI,종이와목재,1422,6.91,38,4.22,0.29,12394,28.45,1265,41,27,3.38,19.01,1,1138.77,2,3335,3415,3335,3385,45,42107,4885,2019-06-24,2022-05-13 6:35
4170,신세계,KOSPI,백화점과일반상점,25105,8.15,5808,8.54,0.67,380637,6.39,19340,1952,941,1.18,136.78,5,7083.79,5,254000,259500,253500,255000,1000,51675,327500,2020-01-14,2022-05-13 7:10
4250,NPC,KOSPI,가정용기기와용품,3643,16.85,113,8.49,1.37,7686,10.81,1259,34,47,0.95,54.69,3,1388.9,5,9890,10100,9890,9920,110,767535,13200,2022-04-28,2022-05-13 7:10
4255,NPC우,KOSPI,가정용기기와용품,306,16.85,113,8.49,1.37,7686,10.81,1259,34,47,2.43,54.69,3,1388.9,5,5920,6250,5720,5790,130,294919,8630,2022-04-28,2022-05-13 7:11
4270,남성,KOSPI,전자장비와기기,1086,16.02,93,6.28,0.83,3790,19,359,38,34,0.8,143.53,2,541.88,4,2960,3035,2960,3000,45,144123,4040,2020-11-25,2022-05-13 6:36
4310,현대약품,KOSPI,제약,1590,-152,37,-1.18,1.58,3115,79.52,375,26,12,0.61,84.19,3,539.78,2,4770,5040,4770,4970,185,192053,7470,2020-12-23,2022-05-13 6:55
4360,세방,KOSPI,항공화물운송과물류,2220,5.24,-68,6.01,0.29,40550,11.06,3038,47,-16,1.67,38.8,1,7558.05,1,11500,11550,11400,11500,0,42318,15350,2021-02-02,2022-05-13 7:11
4365,세방우,KOSPI,항공화물운송과물류,260,5.24,-68,6.01,0.29,40550,11.06,3038,47,-16,2.85,38.8,1,7558.05,1,6990,7050,6970,7050,80,676,9040,2021-02-02,2022-05-13 6:36
4370,농심,KOSPI,식품,18430,19.41,4467,4.73,0.84,377778,11.83,7077,314,270,1.26,31.77,4,7246.61,5,303000,303000,299500,303000,3000,8550,349000,2020-07-14,2022-05-13 6:55
4380,삼익THK,KOSPI,기계,2782,23.29,296,6.1,1.37,9536,18.48,877,71,62,2.29,91.6,4,1787.77,4,13200,13350,13150,13250,150,26528,15200,2021-04-30,2022-05-13 6:55
4410,서울식품,KOSPI,식품,1121,-20.44,-5,-22,4.75,69,11.83,145,-15,-20,NULL,177.81,1,-30.54,1,300,304,297,299,2,5689638,510,2021-03-12,2022-05-13 6:55
4415,서울식품우,KOSPI,식품,84,-20.44,-5,-22,4.75,69,11.83,145,-15,-20,NULL,177.81,1,-30.54,1,3710,3780,3710,3780,5,16422,6640,2020-12-07,2022-05-13 6:56
4430,송원산업,KOSPI,화학,5808,7.12,1088,14.43,0.95,22636,8.16,2835,366,261,0.93,105.36,1,4440.31,5,24050,24750,24050,24200,150,235571,28100,2022-05-03,2022-05-13 7:12
4440,삼일씨엔에스,KOSPI,건축자재,1198,NULL,183,NULL,0.43,21552,21.9,626,-3,25,NULL,27.02,3,2105.82,3,9490,9740,9340,9410,80,19282,16200,2021-04-08,2022-05-13 6:56
4450,삼화왕관,KOSPI,포장재,960,65.89,24,0.99,0.55,78782,13.99,371,21,1,2.87,69.39,2,1311.59,2,43750,44700,43750,44550,800,272,55200,2022-02-15,2022-05-13 6:37
4490,세방전지,KOSPI,자동차부품,9660,12.6,799,7.38,0.86,88025,12.71,3853,208,112,0.79,38.98,1,17049.7,5,68200,69400,68100,69000,1000,55643,112500,2021-01-28,2022-05-13 6:56
4540,깨끗한나라,KOSPI,종이와목재,1640,18.42,59,3.75,0.67,6103,28.45,1565,7,22,NULL,160.88,2,388.44,2,4445,4555,4330,4405,35,217500,8270,2021-04-22,2022-05-13 6:37
4545,깨끗한나라우,KOSPI,종이와목재,81,18.42,59,3.75,0.67,6103,28.45,1565,7,22,NULL,160.88,2,388.44,2,22000,22150,21500,22150,0,2715,45950,2021-04-01,2022-05-13 7:13
4560,현대비앤지스틸,KOSPI,비철금속,2473,3.58,980,15.07,0.5,32770,9.35,2234,216,149,0.61,54.45,2,553.52,5,16250,16550,16200,16400,200,70327,23800,2021-04-30,2022-05-13 6:57
4565,현대비앤지스틸우,KOSPI,비철금속,80,3.58,980,15.07,0.5,32770,9.35,2234,216,149,0.2,54.45,2,553.52,5,72100,74300,72100,73000,0,720,107500,2021-02-01,2022-05-13 6:37
4590,한국가구,KOSDAQ,식품과기본식료품소매,1036,4.42,863,17.79,0.75,8612,18.31,285,44,130,2.71,29.99,4,7389.08,5,6780,6930,6780,6910,70,110588,9070,2021-06-30,2022-05-13 6:57
4650,창해에탄올,KOSDAQ,음료,1282,12.33,198,7.41,0.74,17750,21.44,258,31,19,4.55,37.93,4,3172.69,4,13700,14050,13400,13950,150,82892,16150,2020-02-24,2022-05-13 6:57
4690,삼천리,KOSPI,가스유틸리티,5393,6.19,-2712,4.52,0.23,392735,6.21,12044,-129,-83,3.3,190.75,1,6815.49,1,127500,133000,127000,133000,5500,21429,129000,2022-05-13,2022-05-13 6:57
4700,조광피혁,KOSPI,"섬유,의류,신발,호화품",3128,32.4,65,3.24,0.51,106105,5.56,227,2,4,0.55,16.96,1,740.38,5,47200,47750,47000,47050,150,1103,64100,2020-06-19,2022-05-13 6:38
4710,한솔테크닉스,KOSPI,디스플레이장비및부품,2087,-26.88,-283,-3.35,0.88,8848,22.34,4422,-77,-91,NULL,183.41,1,87.7,1,6260,6540,6260,6500,260,48388,9490,2021-01-19,2022-05-13 6:57
4720,팜젠사이언스,KOSPI,제약,1251,4.77,891,30.85,1.26,8356,80.45,325,7,133,NULL,73.58,3,1555.45,3,7750,8200,7750,8080,320,126356,15900,2020-08-21,2022-05-13 6:58
4770,써니전자,KOSPI,전자장비와기기,1103,36.06,16,6.82,2.38,1956,19,40,2,5,NULL,13.22,1,271.06,5,3215,3295,3110,3165,50,1145592,6630,2022-01-05,2022-05-13 7:14
4780,대륙제관,KOSDAQ,포장재,844,10.75,72,6.38,0.67,7671,13.99,632,7,11,1.95,43.59,4,1432.89,5,5280,5370,5250,5310,30,54668,8720,2021-06-23,2022-05-13 7:14
4800,효성,KOSPI,복합기업,17384,4.55,3660,18.04,0.72,131860,7.7,10679,1466,900,6.86,75.72,1,7071.7,4,81000,82600,80900,82500,1700,29370,128500,2021-07-16,2022-05-13 6:58
4830,덕성,KOSPI,"섬유,의류,신발,호화품",1220,43.52,86,7.83,2.87,5252,5.56,337,15,15,0.3,47.42,5,919.35,5,7260,8080,7260,7780,540,890875,32850,2021-06-02,2022-05-13 6:58
4835,덕성우,KOSPI,"섬유,의류,신발,호화품",145,43.52,86,7.83,2.87,5252,5.56,337,15,15,0.29,47.42,5,919.35,5,9980,11300,9980,10400,400,99829,52400,2021-04-29,2022-05-13 6:58
4840,DRB동일,KOSPI,자동차부품,1164,-25.86,130,-1.13,0.28,18916,12.71,1412,-7,12,0.57,74.94,1,4536.05,2,5610,5840,5560,5840,280,70951,8660,2020-09-04,2022-05-13 6:58
4870,티웨이홀딩스,KOSPI,항공사,822,-1.12,-186,-118.36,2,491,-26.35,721,-295,-350,NULL,802.48,1,-12.38,1,735,780,735,751,13,310260,1708,2019-08-22,2022-05-13 6:59
4890,동일산업,KOSPI,철강,4123,8.25,4341,11.48,0.8,185606,4.1,1367,134,105,2.68,17.84,2,3339.29,5,165000,170000,162500,170000,2000,2604,183000,2022-03-04,2022-05-13 6:38
4910,조광페인트,KOSPI,건축자재,1014,-4.6,-1337,-12.94,0.51,17256,21.9,649,-23,-171,1.14,98.86,1,2379.14,1,7700,8040,7690,7920,110,26796,11300,2022-01-20,2022-05-13 6:59
4920,씨아이테크,KOSPI,컴퓨터와주변기기,429,-8.51,119,-15.91,1.27,1202,-41.93,180,22,49,NULL,66.32,4,127.97,2,1070,1115,1065,1075,5,272694,2035,2021-04-27,2022-05-13 6:59
4960,한신공영,KOSPI,건설,1799,3.75,2254,7.55,0.27,58000,7.5,3884,204,246,2.23,212.79,1,969.73,5,15800,16050,15550,15550,200,67490,27500,2021-05-10,2022-05-13 6:39
4970,신라교역,KOSPI,식품,2016,4.82,556,8.32,0.38,35004,11.83,814,17,89,3.73,23.15,2,6788.88,5,12500,12600,12400,12600,50,8071,15450,2021-06-11,2022-05-13 6:39
4980,성신양회,KOSPI,건축자재,2917,64.89,619,1.57,0.99,16637,21.9,2251,204,156,1.21,170.91,3,205.29,4,12050,12300,11800,11900,250,256562,20200,2021-12-20,2022-05-13 7:16
4985,성신양회우,KOSPI,건축자재,127,64.89,619,1.57,0.99,16637,21.9,2251,204,156,1.42,170.91,3,205.29,4,17050,17650,17050,17300,50,25062,27000,2020-07-28,2022-05-13 7:00
